name,phone_numbers,officialPhone,email,websites,officialWebsite,yearEstablished,facebookLink,twitterLink,linkedinLink,instagramLink,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,affiliationTypeIds,description,numberDoctors,capacity,specialties,procedure,equipment,capability,recency_of_page_update,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,number_of_facts_about_the_organization,post_metrics_most_recent_social_media_post_date,post_metrics_post_count,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Dr.Monali Badki multispeciality Dental clinic,"[""+919833747927""]",+919833747927,monalipohanekar6@gmail.com,"[""blueoceanedu.org"",""https://www.facebook.com/171574966883793"",""https://www.facebook.com/745332125823876"",""http://www.blueoceanedu.org/""]",blueoceanedu.org,null,https://www.facebook.com/171574966883793,null,null,null,Hemadee Residency Plot No.3a Sector 11,"Opposite To Bharat Gas, Kamothe",null,Kamothe,Maharashtra,410209,India,IN,clinic,private,null,Dr.Monali Badki multispeciality Dental clinic,null,null,"[""familyMedicine""]","[""Offers dental implant placement"",""Provides root canal therapy"",""Provides orthodontic treatment""]",[],"[""Offers dental implant, orthodontic, and root canal services"",""Outpatient dental clinic""]",null,null,null,null,null,null,null,null,null,null,19.0211525,73.09144592
Dr.monali's Homeopathic Clinic,"[""+919834900147"",""+918733922265""]",+919834900147,msubhedar515@gmail.com,"[""https://drmonalishomeopathy.com/"",""https://www.ohohomeopathy.com/homeopath/drmonalis-homeopathic-clinic-shakambari-colony-kolhapur.php"",""drmonalishomeopathy.com"",""https://www.justdial.com/Kolhapur/Dr-Monalis-Homeopathy-Clinic-Near-Gangai-Lawn-in-Phulewadi/0231PX231-X231-200610234515-Q6D5_BZDET/reviews"",""https://www.justdial.com/Kolhapur/Dr-Monalis-Homeopathy-Clinic-Near-Gangai-Lawn-Phulewadi/0231PX231-X231-200610234515-Q6D5_BZDET"",""https://www.facebook.com/100527361697155""]",drmonalishomeopathy.com,null,https://www.facebook.com/100527361697155,null,null,null,Shingnapur Rd,Shakambari Colony,"Near Gangai Lawn, Ring Road, Phulewadi",Kolhapur,Maharashtra,416010,India,IN,clinic,private,null,"Shakambari Colony based Dr.monali's Homeopathic Clinic is a reputed homeopathy clinic run by renowned homoeopathy doctors. We treat all health problems including Hair Fall, Skin, Respiratory, Stomach Disorders, Infertility, Chronic Diseases, Psychological, Gastric Ailments, and much more. We render the best treatments in Shakambari Colony for a host of Women and Children-related ailments as well. Contact us for a cost-effective and side-effect-free homeopathy treatment.",null,null,"[""pediatrics"",""reproductiveEndocrinologyAndInfertility"",""andrologyAndMaleFertility"",""dermatology"",""cosmeticDermatology"",""pulmonology"",""familyMedicine"",""gastroenterology"",""gynecologyAndObstetrics"",""psychiatry"",""headacheMedicine"",""endocrinologyAndDiabetesAndMetabolism""]","[""Migraine Treatment"",""Psoriasis Treatment"",""Thyroid Treatment"",""Treats thyroid disorders"",""Vitiligo Treatment"",""Premature Ejaculation Treatment"",""Diabetes management using homeopathic methods"",""Erectile Dysfunction Treatment"",""PCOS Treatment"",""Skin Treatment"",""Hair Fall Treatment"",""Eczema Treatment"",""Cosmetology with Homeopathy"",""Provides homeopathic consultations and treatments"",""Sexual Health Treatment"",""Treats pigmentary diseases""]",[],"[""Dr Monali holds BHMS (Bachelor of Homeopathic Medicine and Surgery)"",""Specializes in homeopathic cosmetology"",""Provides outpatient homeopathic care"",""Treats respiratory and stomach disorders, infertility, chronic diseases, psychological conditions, and gastric ailments using homeopathic medicine"",""BHMS-qualified practitioner from Nashik (Jan 2015)"",""Specializes in homeopathic gynecology"",""Has 9 years of healthcare experience"",""No in-house diagnostic testing available"",""Operates as a homeopathic clinic offering treatments for hair fall, skin conditions (psoriasis, eczema, vitiligo), PCOS, thyroid disorders, migraine, and sexual health issues (erectile dysfunction and premature ejaculation)"",""Has 9 years of experience in healthcare"",""Offers homeopathic cosmetology services"",""Offers homeopathic consultation and treatments""]",null,4,TRUE,TRUE,null,null,null,null,null,null,16.67861938,74.19132996
Dr.Monika's Dentistry,"[""+918464885780""]",+918464885780,monikahs885@gmail.com,"[""https://www.facebook.com/100286459283859""]",null,null,https://www.facebook.com/100286459283859,null,null,null,31-1-27 Ground Floor,null,null,Visakhapatnam,Andhra Pradesh,530001,India,IN,dentist,private,null,Dental and Implant care,null,null,"[""dentistry"",""aestheticDentistry""]",null,null,null,null,1,TRUE,null,null,2022-03-23,null,62,62,2,17.72007751,83.29826355
Dr.MS Clinic,"[""+917305080159""]",+917305080159,drmscliniccbe@gmail.com,"[""https://www.facebook.com/118349234566194""]",null,null,https://www.facebook.com/118349234566194,null,null,null,"L S Complex, 6/4 Vrs Nagar, Cheran Maa Nagar 6th Bus Stop",null,null,Coimbatore,Tamil Nadu,641001,India,IN,clinic,null,null,General Practitioner · Medical lab · Medical & health,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,11.05400753,77.02229309
Dr.Mugdha Barve's La Dentiste,"[""+917447596911""]",+917447596911,null,"[""http://www.ladentiste.in/"",""https://magicpin.in/Pune/Erandwane/Restaurant/Dr.Mugdha-BarveS-La-Dentiste/store/ba15ca/""]",http://www.ladentiste.in/,null,https://www.facebook.com/618393274979095,null,null,null,"La Dentiste. Off No 27. Third Floor. Yugay Mangal Complex. Opp Gandhi Lawns, Gulawani Maharaj Road",null,null,Pune,Pune,411004,India,IN,clinic,null,null,Clinic,null,null,"[""dentistry"",""familyMedicine""]",[],[],[],2025-12-19,4,TRUE,TRUE,null,null,null,null,null,null,18.50944519,73.83157349
"Dr.muhamed Ashraf Thekkedath - Thekkedath House, TSS VADAKKANGARA SCHOOL GROUND, Vadakkangara Via, Vadakkangara, Malappuram-679324, Kerala","[""+919744444539""]",null,null,"[""https://www.justdial.com/Malappuram/Drmuhamed-Ashraf-Thekkedath-TSS-VADAKKANGARA-SCHOOL-GROUND-Vadakkangara/9999PX483-X483-170723141756-U1N7_BZDET""]",null,null,https://www.facebook.com/198612240850518,null,null,null,"Thekkedath House, Tss Vadakkangara School Ground",Vadakkangara Via,null,Vadakkangara,Kerala,679324,India,IN,doctor,null,null,General Physician Doctors; Diabetologist Doctors,null,null,"[""endocrinologyAndDiabetesAndMetabolism"",""infectiousDiseases"",""internalMedicine""]",null,null,null,null,null,TRUE,null,null,null,null,null,null,null,11.01482391,76.13926697
"Dr.Muthus Hospitals, Singanallur - Ortho","[""+917094614000"",""+917094599944""]",+917094599944,drmuthuscbe3@gmail.com,"[""http://www.muthushospital.com/"",""muthushospital.com"",""https://www.facebook.com/101074549569235""]",muthushospital.com,null,https://www.facebook.com/102329461399082,null,null,null,"331/1, Trichy Road",null,null,Singanallur,Tamil Nadu,641035,India,IN,hospital,null,null,Expert in TKR (Total Knee Replacement) & THR (Total Hip Replacement) surgeries.,null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,11.07356071,77.00233459
Dr.Nagpal Homoeopathic Clinic,"[""+919872973072""]",+919872973072,neelkamal10502@gmail.com,"[""https://www.justdial.com/Patiala/DrNagpal-Homoeopathic-Clinic-DrNSNagpal-Near-Sirhind-Road-Leela-Bhawan/9999PX175-X175-140306113826-A9E5_BZDET"",""https://www.docindia.org/india/pb/patiala/homeopathy"",""https://www.practo.com/patiala/doctor/dr-n-s-nagpal-homoeopath"",""http://www.neelkamal.com/"",""https://www.facebook.com/1418887238204524"",""https://www.justdial.com/Patiala/Dr-N-S-Nagpal-nagpal-Clinic/9999PX175-X175-140306113826-A9E5_BZDET/photos""]",http://www.neelkamal.com/,null,https://www.facebook.com/1418887238204524,null,null,null,Near Sirhind Road,"#2, Street No 4-c","Kamal Colony, Leela Bhawan",Patiala,Punjab,147001,India,IN,clinic,private,null,"Homoeopathy clinic run by Dr. N. S. Nagpal; located at 45, Tripuri Main Market, 100 Feet Road, Preet Nagar, Patiala, Punjab, India.",null,null,"[""familyMedicine""]","[""Offers Clinic Consult for homeopathy treatment"",""Offers Video Consult for homeopathy treatment"",""Treats chronic diseases with homeopathy""]",[],"[""Dr. N. S. Nagpal holds BHMS degree"",""Deals in acute and chronic diseases using homeopathy"",""Private homeopathic clinic operated by Dr. N.S. Nagpal"",""Specializes in Homoeopathy."",""Located in Patiala, Punjab"",""Education: BHMS from Homoeopathic Medical College and Hospital, Abohar (Punjab), 2002."",""Provides homeopathic consultations"",""Offers comprehensive homeopathic pharmacy services"",""Dr. N.S. Nagpal holds BHMS (Bachelor of Homeopathic Medicine and Surgery) degree"",""Practices as a Homoeopath (BHMS) with qualification from Homoeopathic Medical College and Hospital, Abohar (Punjab)."",""Specializes in homeopathy"",""Awards: Polio eradication camp award - 2000."",""DocIndia Verified"",""Member of IIPH."",""Has 12 years of clinical experience in homeopathy"",""Dr. N. S. Nagpal practices at Dr. Nagpal's Clinic - Tripri in Tripri, Patiala."",""Accepts payment via UPI and Cash"",""Has 21 years of experience in healthcare"",""Registration 2685-A with Council of Homoeopathic System of Medicine, Punjab, 2013."",""Clinic established in 2004"",""Has 20 years of overall experience in homeopathy."",""Authorized Medical Attendant for Central Government Employees"",""Provides outpatient clinic and video consultations"",""Specializes in Homeopathy"",""Deals in all types of acute and chronic diseases"",""Formerly worked as Homoeopath at Dr. Nagpal's Clinic from 2004 to 2017.""]",null,5,TRUE,TRUE,null,null,null,null,null,null,30.35559845,76.3921051
Dr.NANDHINI,"[""+919843135544"",""+919345252124""]",+919843135544,hello@nandhinidentalcare.com,"[""http://www.nandhinidentalcare.com/"",""https://www.whatclinic.com/dentists/india/coimbatore/dr-nandhini"",""nandhinidentalcare.com"",""https://www.facebook.com/774404005958544""]",nandhinidentalcare.com,null,https://www.facebook.com/774404005958544,null,null,null,"No 54, Sengupta Street",Near Rangachari Cloth Centre And Heritage Inn Hotel,null,Coimbatore,Tamil Nadu,641009,India,IN,clinic,null,null,Multi speciality dental clinic with treatments done with extreme care in Gandhipuram Coimbatore,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,11.0111599,76.96213531
Dr.Nasti's Clinic,"[""+917889474728"",""07889474728""]",+917889474728,maxfacnasti@gmail.com,"[""https://www.facebook.com/102387491491758"",""https://www.lybrate.com/anantnag/clinic/dr-nasti-s-clinic-janglat-mandi"",""https://drshahzaibnasti.getmy.clinic/"",""https://www.justdial.com/Anantnag/Maxillofacial-Surgeon-Doctors/nct-11011234"",""https://www.facebook.com/p/Dr-Nastis-Maxillofacial-Dental-Hair-Clinic-100063896418624/"",""https://www.justdial.com/Anantnag/Dental-Clinics-in-Janglath-Mandi/nct-10156036""]",https://drshahzaibnasti.getmy.clinic/,null,https://www.facebook.com/102387491491758,null,null,null,"Khaja Bazar, Hospital Road Janglatmandi",Khaja Bazar,null,Anantnag,Jammu And Kashmir,192101,India,IN,clinic,private,null,Aesthetic Surgeon Clinic,1,null,"[""aestheticAndCosmeticSurgery"",""colorectalSurgery"",""urology"",""vascularSurgery"",""familyMedicine"",""otolaryngology"",""gynecologyAndObstetrics"",""orthopedicSurgery"",""oralAndMaxillofacialSurgery"",""generalSurgery"",""dentistry"",""hairAndNailDisorders""]","[""Vampire facial (PRP therapy) for facial rejuvenation""]",[],"[""Specializes in maxillofacial, dental and hair treatments"",""Specializes in aesthetic surgery"",""Has 1 doctor on staff"",""Located in Srinagar, Jammu and Kashmir, India"",""Located in Anantnag, Jammu and Kashmir, India"",""Provides maxillofacial, dental, and hair clinic services"",""Maxillofacial dental and hair clinic located in Anantnag"",""Dr. Shahzaib Nasti is an aesthetic surgeon""]",null,3,TRUE,TRUE,null,null,null,1100,1100,null,33.72681427,75.15315247
Dr.Negi's Dental Care and Implant Centre,"[""+919149354831""]",+919149354831,negi.harish.18@gmail.com,"[""https://www.facebook.com/295350844662167""]",null,null,https://www.facebook.com/295350844662167,null,null,null,"City Gate, Idpl, Near Chauhan Furniture And Bisht Medicose",null,null,Rishikesh,Uttarakhand,249201,India,IN,dentist,null,null,Dental care and implant centre.,null,null,"[""dentistry""]",[],[],[],null,2,TRUE,FALSE,null,2022-07-22,null,1100,1000,null,30.08696556,78.26787567
Dr.Negi's Homoeopathic Clinic,"[""+919953216901""]",+919953216901,negihomoepathic@gmail.com,"[""https://www.facebook.com/519187371616826"",""drnegi.business.site"",""https://drnegi.business.site/""]",drnegi.business.site,null,https://www.facebook.com/519187371616826,null,null,null,Metro Pillar Number 664,"Shop No 4a, Wz Block",New Uttam Nagar,New Delhi,Delhi,110059,India,IN,clinic,private,null,Dr.Negi's Homoeopathic Clinic provides homeopathic treatment services.,null,null,"[""familyMedicine"",""dermatology""]",null,null,null,null,2,TRUE,null,null,null,null,798,771,null,28.62335968,77.06117249
Dr.Neha-Dental Care and Implant Center,"[""+917300874989""]",+917300874989,2011neha91@gmail.com,"[""https://www.facebook.com/108750020989569"",""https://www.facebook.com/drnehajaiswal12/""]",null,null,https://www.facebook.com/108750020989569,null,null,null,Bapat Square,Ahd-30,Sukhliya,Indore,Madhya Pradesh,452001,India,IN,dentist,null,null,My goal to provide advanced quality dental care to our patients with friendly environment.,null,null,"[""dentistry""]",[],[],"[""Provides advanced quality dental care to patients in a friendly environment""]",null,1,TRUE,TRUE,null,2020-09-27,1,760,760,null,22.75566483,75.87962341
Dr.Nikhil's Multispeciality Dental Clinic,"[""+917986854269"",""+919888133228""]",+917986854269,dr.nikhiljindal87@gmail.com,"[""https://www.facebook.com/1714250815499625"",""gargreecha.wixsite.com/dentalcare"",""drnikhildentalcare.wordpress.com"",""https://drnikhildentalcare.wordpress.com/""]",https://drnikhildentalcare.wordpress.com/,null,https://www.facebook.com/1714250815499625,null,null,null,"Opp. Bakery, Mata Rani Street, Near Bus Stand",null,null,Sangrur,Punjab,148001,India,IN,clinic,private,null,"Providing gentle dental services for your entire family.........from the young, to the young at hear",null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,30.24050713,75.84080505
Dr.nilima Debnath Chamber,"[""+919862774844"",""+918090930909""]",+918090930909,null,"[""https://www.justdial.com/Agartala/DrNilima-Debnath-Chamber-Near-Steel-Bridge-RoadDhaleswar-West-Pratapgarh/9999PX381-X381-240118100404-U4I6_BZDET"",""https://www.proceed.fit/clinic/Drnilima-Debnath-Chamber-Agartala-799003""]",null,null,https://www.facebook.com/108636808984531,null,null,null,Gangail Rd,Near Steel Bridge Road,Dhaleswar,Agartala,Tripura,799003,India,IN,clinic,null,null,"A medical clinic named Dr.nilima Debnath Chamber located in Agartala, Tripura. The clinic emphasizes patient-centric care and is equipped with state-of-the-art facilities.",null,null,"[""familyMedicine""]",[],"[""Stethoscope visible on the physician's desk inside the clinic""]","[""Equipped with state-of-the-art facilities and advanced medical equipment"",""Association Type: Non-Network"",""Located in West Tripura, Tripura"",""City: West Tripura"",""Offers routine check-ups and specialized treatments"",""State: Tripura"",""Listed as Health Care Centre in JustDial listing for West Pratapgarh, Agartala"",""Speciality: Medical clinic"",""Staffed by experienced healthcare professionals"",""Outpatient services (clinic)""]",null,3,TRUE,TRUE,null,null,null,0,0,0,23.82338524,91.27807617
Dr.Nirav's Homeopathic Healing,"[""+919998191991""]",+919998191991,nirav.manseta@gmail.com,"[""https://www.facebook.com/1646392432339650"",""https://www.homeofactory.com/"",""homeofactory.com""]",homeofactory.com,null,https://www.facebook.com/1646392432339650,null,null,null,"221-222, Jasal Complex, Nanawati Chawk, 150 Feet Ring Road",null,null,Rajkot,Gujarat,360007,India,IN,hospital,private,null,Dr.Nirav's Homeopathic healing is a natural way to cure all the diseases. Homeopathy is one of the best and trusted healing method around the world.,null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,22.28996849,70.77552795
Dr.Nithun's Multispeciality Dental Care,"[""+918281253804"",""+919562091434""]",+919562091434,nithun988@gmail.com,"[""https://www.zoominfo.com/pic/drnithuns-multispeciality-dental-care/1322734963"",""https://www.facebook.com/105983865451111"",""drnithunsdentalcare.com"",""https://www.mappls.com/place-dr+nithun+s+multispeciality+dental+care-keecheri+anjampeedika+road-kalliasseri-kerala-670331-5JP61T@zdata=MTEuOTc4MzE4Kzc1LjM1MTE3MysxNys1SlA2MVQrK25yed"",""http://drnithunsdentalcare.com/""]",drnithunsdentalcare.com,null,https://www.facebook.com/105983865451111,null,null,null,Keecheri Anjampeedika Road,Anchampeedika,null,Kannur,Kerala,670331,India,IN,clinic,private,null,Dental Clinic,null,null,"[""oralAndMaxillofacialSurgery"",""dentistry"",""familyMedicine""]","[""Hair transplant involves three steps: individual hair extraction, precise graft placement on the scalp, and regular follow-up check-ups."",""Offers hair transplant procedures at Dr. Nithun's Multispeciality Dental Care.""]",[],"[""Key employees include Nithun Jose (Oral and Maxillofacial Surgeon) and Silpa Joseph (Dentist)"",""Operates as a dental clinic named Dr Nithun's Multispeciality Dental Care."",""Employs an Oral and Maxillofacial Surgeon on staff"",""Former employee Litty Sebastian (Dental Assistant)"",""Has 11-50 employees""]",null,5,TRUE,TRUE,2,2023-11-04,null,204,197,5,11.97831059,75.3511734
